ToolID	type	stackSize	price	EN	FR	DE	ES	BR	CN	JP	RU
replantableGrass	placeable	100	20	Grass{desc}100% Fibre! Place in any biome.	Herbe{desc}De la fibre, et rien d'autre ! Place-la sur l'île de ton choix.	Gras{desc}100% Faser! Kann in jedem Biom platziert werden.	Hierba{desc}¡100 % fibra! Colócala en cualquier bioma.	Grama{desc}100% Capim! Coloque em qualquer bioma.	草{desc}100% 纤维含量！可放置在任意生物群落。	草{desc}繊維100%！ どこにでも置ける。	Трава{desc}100% органик! Разместите на любом острове.
											

CROPS AND SEEDS	type	stackSize	price	EN	FR	DE	ES	BR	CN	JP	RU
											
// SPRING											
lilyPadCrop	crop	100	15	Lilypad{desc}Heals {amount:hp} HP.	Nénuphar{desc}Rend {amount:hp} PV.	Seerosenblatt{desc}Heilt {amount:hp} LP.	Nenúfar{desc}Cura {amount:hp} PS.	Vitória-Régia{desc}Cura {amount:hp} de PV.	睡莲{desc}恢复 {amount:hp} 点生命值。	ユリウキハ{desc}HPを{amount:hp}回復する。	Кувшинка{desc}Исцеляет {amount:hp} ОЗ.
catTailCrop	crop	100	15	Cat tail{desc}Boosts the Speed of a Spirit. Can be reharvested.	Massette{desc}Augmente la vitesse d'un esprit. Peut être récoltée plusieurs fois.	Katzenschwanz{desc}Erhöht das Tempo eines Geists. Kann wiederholt geerntet werden.	Junco{desc}Aumenta la Velocidad de un espíritu. Se puede recolectar más de una vez.	Junco{desc}Reforça a Velocidade de um Espírito. Pode ser colhido mais de uma vez.	猫尾巴{desc}提升精灵的速度。可重复收割。	ネコノオ{desc}精霊のスピードを強化する。再収穫可能。	Рогоз{desc}Повышает Скорость Духа. Можно собирать повторно.
flaxCrop	crop	100	20	Flax Flower{desc}Feed to wild Spirits during battle to tame them.	Fleur de lin{desc}Donnes-en aux esprits sauvages lors d'un combat pour les apprivoiser.	Flachs{desc}Verfüttere ihn im Kampf an wilde Geister, um diese zu zähmen.	Flor de lino{desc}Dásela a un espíritu silvestre durante el combate para domarlo.	Flor de Linho{desc}Use para alimentar Espíritos Selvagens e Domá-los durante a batalha.	亚麻花{desc}在战斗中喂给野生精灵以驯服它们。	アマ{desc}バトル中に野生の精霊に与えると手なづけられる。	Лён{desc}Кормите диких Духов во время битвы, чтобы приручить их.
stoneFruitCrop	crop	100	20	Stonefruit{desc}Restores Stamina.	Caillebasse{desc}Restaure l'endurance.	Steinfrucht{desc}Stellt Ausdauer wieder her.	Frutipiedra{desc}Restaura resistencia.	Nectarina{desc}Restaura a Resistência.	核果{desc}恢复耐力。	イシノミ{desc}スタミナを回復する。	Камнеплод{desc}Восстанавливает Выносливость.
fireFlowerCrop	crop	100	50	Fire Flower{desc}Feed to wild Spirits during battle to tame them.	Belle-de-feu{desc}Donnes-en aux esprits sauvages lors d'un combat pour les apprivoiser.	Feuerblume{desc}Verfüttere sie im Kampf an wilde Geister, um diese zu zähmen.	Flor de fuego{desc}Dásela a un espíritu silvestre durante el combate para domarlo.	Flor de Fogo{desc}Use para alimentar os Espíritos Selvagens e Domá-los durante a batalha.	火焰花{desc}在战斗中喂给野生精灵以驯服它们。	ヒバナ{desc}バトル中に野生の精霊に与えると手なづけられる。	Огнецвет{desc}Кормите диких Духов во время битвы, чтобы приручить их.
hotPepperCrop	crop	100	65	Hot Pepper{desc}Boosts the Vitality of a Spirit. Can be reharvested.	Piment{desc}Augmente la vigueur d'un esprit. Peut être récolté plusieurs fois.	Chili{desc}Erhöht die Vitalität eines Geists. Kann wiederholt geerntet werden.	Chile picante{desc}Aumenta la Vitalidad de un espíritu. Se puede recolectar más de una vez.	Pimenta{desc}Reforça a Vitalidade de um Espírito. Pode ser colhida mais de uma vez.	辣椒{desc}提升精灵的活力。可重复收割。	トウガラシ{desc}精霊のバイタリティを強化する。再収穫可能。	Острый Перец{desc}Повышает Живучесть Духа. Можно собирать повторно.
nightShadeCrop	crop	100	40	Nightshade{desc}Reduces the Vitality of a Spirit. Best used on enemies.	Solanacée{desc}Réduit la vigueur d'un esprit. À utiliser sur les ennemis.	Tollkirsche{desc}Senkt die Vitalität eines Geists. Wird am besten bei Gegnern verwendet.	Belladona{desc}Reduce la Vitalidad de un espíritu. Es mejor que la uses contra un enemigo.	Beladona{desc}Reduz a Vitalidade de um Espírito. É melhor utilizar nos inimigos.	夜影{desc}降低精灵的活力。最适合用于敌人。	イヌホウズキ{desc}精霊のバイタリティを減らす。敵に使うのが一番。	Белладонна{desc}Снижает Живучесть Духа. Лучше использовать против врагов.
mandrakeCrop	crop	100	50	Mandrake{desc}Reduces the Power of a Spirit. Best used on enemies.	Mandragore{desc}Réduit la puissance d'un esprit. À utiliser sur les ennemis.	Alraune{desc}Senkt die Kraft eines Geists. Wird am besten bei Gegnern verwendet.	Mandrágora{desc}Reduce el Vigor de un espíritu. Es mejor que la uses contra un enemigo.	Mandrágora{desc}Reduz o Poder de um Espírito. É melhor utilizar nos inimigos.	曼德拉草{desc}降低精灵的能量。最适合用于敌人。	マンドレイク{desc}精霊のパワーを減らす。敵に使うのが一番。	Мандрагора{desc}Снижает Силу Духа. Лучше использовать против врагов.
magicMushroomCrop	crop	100	55	Magic Mushroom{desc}Significantly restores Stamina.	Champignon magique{desc}Restaure considérablement l'endurance.	Zauberpilz{desc}Stellt Ausdauer massiv wieder her.	Setas mágicas{desc}Restauran mucha resistencia.	Cogumelo Mágico{desc}Restaura significativamente a Resistência.	魔法蘑菇{desc}显著恢复耐力。	マホウキノコ{desc}スタミナを大幅に回復する。	Волшебный Грибочек{desc}Значительно восстанавливает Выносливость.
yarrowCrop	crop	100	82	Yarrow{desc}Heals {amount:hp} HP.	Achillée{desc}Rend {amount:hp} PV.	Schafgarbe{desc}Heilt {amount:hp} LP.	Milenrama{desc}Cura {amount:hp} PS.	Milefólio{desc}Cura {amount:hp} de PV.	亚罗花{desc}恢复 {amount:hp} 点生命值。	ノコギリソウ{desc}HPを{amount:hp}回復する。	Тысячелистник{desc}Исцеляет {amount:hp} ОЗ.
spiritBaneCrop	crop	100	90	Spiritbane{desc} Greatly boosts Power and Reduces the Speed of a Spirit.	Aconit tue-esprit{desc}Augmente nettement la puissance et réduit la vitesse d'un esprit.	Geisterbann{desc}Erhöht die Kraft eines Geists erheblich und senkt sein Tempo.	Espiricónito{desc}Aumenta bastante el Vigor y reduce la Velocidad de un espíritu.	Flor de Acônito{desc}Reforça consideravelmente o Poder e reduz a Velocidade de um Espírito.	灵厄草{desc}大幅提升精灵的能量，并降低其速度。	セイレイドク{desc}かなり精霊のパワーを強化し、スピードを減らす。	Духогон{desc}Повышает Силу и снижает Скорость Духа.
bloodRootCrop	crop	100	55	Bloodroot{desc}Greatly boosts Vitality and Reduces the Speed of a Spirit.	Sanguinaire{desc}Augmente nettement la vigueur et réduit la vitesse d'un esprit.	Blutwurz{desc}Erhöht die Vitalität eines Geists erheblich und senkt sein Tempo.	Sanguinaria{desc}Aumenta bastante la Vitalidad y reduce la Velocidad de un espíritu.	Sanguinária{desc}Reforça consideravelmente a Vitalidade e reduz a Velocidade de um Espírito.	血根{desc}大幅提升精灵的活力，并降低其速度。	アカネソウ{desc}かなり精霊のバイタリティを強化し、スピードを減らす。	Кровокорень{desc}Повышает Живучесть и снижает Скорость Духа.
nimbusPlantCrop	crop	100	60	Nimbus Plant{desc}Boosts the Power of a Spirit.	Cotonnille{desc}Augmente la puissance d'un esprit.	Nimbuspflanze{desc}Erhöht die Kraft eines Geists.	Planta nimbo{desc}Aumenta el Vigor de un espíritu.	Planta Nimbo{desc}Reforça o Poder de um Espírito.	灵气植{desc}提升精灵的能量。	ゴコウソウ{desc}精霊のパワーを強化する。	Облачный Цветок{desc}Повышает Силу Духа.
boltCrop	crop	100	55	Bolt{desc}Significantly boosts the Speed of a Spirit. Can be reharvested.	Foudroyante{desc}Augmente considérablement la vitesse d'un esprit. Peut être récoltée plusieurs fois.	Blitz{desc}Erhöht das Tempo eines Geists massiv. Kann wiederholt geerntet werden.	Planta rayo{desc}Aumenta mucho la Velocidad de un espíritu. Se puede recolectar más de una vez.	Relampejo{desc}Reforça significativamente a Velocidade de um Espírito. Pode ser colhido mais de uma vez.	霹雳{desc}显著提升精灵的速度。可重复收割。	イナヅマ{desc}精霊のスピードを大幅に強化する。再収穫可能。	Молниелист{desc}Увеличивает Скорость Духа. Можно собирать повторно.
											
lilyPadSeeds	seeds	100	10	Lilypad Seeds{desc}Heals {amount:hp} HP.	Graines de nénuphar{desc}Rend {amount:hp} PV.	Seerosenblattsamen{desc}Heilt {amount:hp} LP.	Semillas de nenúfar{desc}Curan {amount:hp} PS.	Sementes de Vitória-Régia{desc}Curam {amount:hp} de PV.	睡莲种子{desc}恢复 {amount:hp} 点生命值。	ユリウキハの種{desc}HPを{amount:hp}回復する。	Семена Кувшинки{desc}Исцеляет {amount:hp} ОЗ.
catTailSeeds	seeds	100	10	Cat tail Seeds{desc}Boosts the Speed of a Spirit.	Graines de massette{desc}Augmente la vitesse d'un esprit.	Katzenschwanzsamen{desc}Erhöht das Tempo eines Geists.	Semillas de junco{desc}Aumentan la Velocidad de un espíritu.	Sementes de Junco{desc}Reforçam a Velocidade de um Espírito.	猫尾巴种子{desc}提升精灵的速度。	ネコノオの種{desc}精霊のスピードを強化する。	Семена Рогоза{desc}Повышает Скорость Духа. Можно собирать повторно.
flaxSeeds	seeds	100	10	Flax Seeds{desc}Feed to wild Spirits during battle to tame them.	Graines de lin{desc}Donnes-en aux esprits sauvages lors d'un combat pour les apprivoiser.	Flachssamen{desc}Verfüttere ihn im Kampf an wilde Geister, um diese zu zähmen.	Linaza{desc}Dásela a un espíritu silvestre durante el combate para domarlo.	Sementes de Linho{desc}Use para alimentar Espíritos Selvagens e Domá-los durante a batalha.	亚麻花种子{desc}在战斗中喂给野生精灵以驯服它们。	アマの種{desc}バトル中に野生の精霊に与えると手なづけられる。	Семена Льна{desc}Кормите диких Духов во время битвы, чтобы приручить их.
stoneFruitSeeds	seeds	100	10	Stonefruit Seeds{desc}Restores Stamina.	Graines de caillebasse{desc}Restaure l'endurance.	Steinfruchtsamen{desc}Stellt Ausdauer wieder her.	Semillas de frutipiedra{desc}Restauran resistencia.	Sementes de Nectarina{desc}Restauram a Resistência.	核果种子{desc}恢复耐力。	イシノミの種{desc}スタミナを回復する。	Семена Камнеплода{desc}Восстанавливает Выносливость.
fireFlowerSeeds	seeds	100	10	Fire Flower Seeds{desc}Feed to wild Spirits during battle to tame them.	Graines de belle-de-feu{desc}Donnes-en aux esprits sauvages lors d'un combat pour les apprivoiser.	Feuerblumensamen{desc}Verfüttere sie im Kampf an wilde Geister, um diese zu zähmen.	Semillas de flor de fuego{desc}Dásela a un espíritu silvestre durante el combate para domarlo.	Sementes de Flor de Fogo{desc}Use para alimentar os Espíritos Selvagens e Domá-los durante a batalha.	火焰花种子{desc}在战斗中喂给野生精灵以驯服它们。	ヒバナの種{desc}バトル中に野生の精霊に与えると手なづけられる。	Семена Огнецвета{desc}Кормите диких Духов во время битвы, чтобы приручить их.
hotPepperSeeds	seeds	100	10	Hot Pepper Seeds{desc}Boosts the Vitality of a Spirit. Can be reharvested.	Graines de piment{desc}Augmente la vigueur d'un esprit. Peut être récolté plusieurs fois.	Chilisamen{desc}Erhöht die Vitalität eines Geists. Kann wiederholt geerntet werden.	Semillas de chile picante{desc}Aumenta la Vitalidad de un espíritu. Se puede recolectar más de una vez.	Sementes de Pimenta{desc}Reforça a Vitalidade de um Espírito. Pode ser colhida mais de uma vez.	辣椒种子{desc}提升精灵的活力。可重复收割。	トウガラシ の種{desc}精霊のバイタリティを強化する。再収穫可能。	Семена Острого Перца{desc}Повышает Живучесть Духа. Можно собирать повторно.
nightShadeSeeds	seeds	100	10	Nightshade Seeds{desc}Reduces the Vitality of a Spirit. Best used on enemies.	Graines de solanacée{desc}Réduit la vigueur d'un esprit. À utiliser sur les ennemis.	Tollkirschensamen{desc}Senkt die Vitalität eines Geists. Wird am besten bei Gegnern verwendet.	Semillas de belladona{desc}Reduce la Vitalidad de un espíritu. Es mejor que la uses contra un enemigo.	Sementes de Beladona{desc}Reduz a Vitalidade de um Espírito. É melhor utilizar nos inimigos.	夜影种子{desc}降低精灵的活力。最适合用于敌人。	イヌホウズキの種{desc}精霊のバイタリティを減らす。敵に使うのが一番。	Семена Белладонны{desc}Снижает Живучесть Духа. Лучше использовать против врагов.
mandrakeSeeds	seeds	100	10	Mandrake Seeds{desc}Reduces the Power of a Spirit. Best used on enemies.	Graines de mandragore{desc}Réduit la puissance d'un esprit. À utiliser sur les ennemis.	Alraunensamen{desc}Senkt die Kraft eines Geists. Wird am besten bei Gegnern verwendet.	Semillas de mandrágora{desc}Reducen el Vigor de un espíritu. Es mejor que las uses contra un enemigo.	Sementes de Mandrágora{desc}Reduzem o Poder de um Espírito. É melhor utilizar nos inimigos.	曼德拉草种子{desc}降低精灵的能量。最适合用于敌人。	マンドレイクの種{desc}精霊のパワーを減らす。敵に使うのが一番。	Семена Мандрагоры{desc}Снижает Силу Духа. Лучше использовать против врагов.
magicMushroomSeeds	seeds	100	10	Magic Mushroom Seeds{desc}Significantly restores Stamina.	Graines de champignon magique{desc}Restaure considérablement l'endurance.	Zauberpilzsamen{desc}Stellt Ausdauer massiv wieder her.	Semillas de setas mágicas{desc}Restauran mucha resistencia.	Sementes de Cogumelo Mágico{desc}Restauram significativamente a Resistência.	魔法蘑菇种子{desc}显著恢复耐力。	マホウキノコの種{desc}スタミナを大幅に回復する。	Семена Волшебного Грибочка{desc}Значительно восстанавливает Выносливость.
yarrowSeeds	seeds	100	10	Yarrow Seeds{desc}Heals {amount:hp} HP.	Graines d'achillée{desc}Rend {amount:hp} PV.	Schafgarbensamen{desc}Heilt {amount:hp} LP.	Semillas de milenrama{desc}Curan {amount:hp} PS.	Sementes de Milefólio{desc}Curam {amount:hp} de PV.	亚罗花种子{desc}恢复 {amount:hp} 点生命值。	ノコギリソウの種{desc}HPを{amount:hp}回復する。	Семена Тысячелистника{desc}Исцеляет {amount:hp} ОЗ.
spiritBaneSeeds	seeds	100	10	Spiritbane Seeds{desc} Greatly boosts Power and Reduces the Speed of a Spirit.	Graines d'aconit tue-esprit{desc}Augmente nettement la puissance et réduit la vitesse d'un esprit.	Geisterbannsamen{desc}Erhöht die Kraft eines Geists erheblich und senkt sein Tempo.	Semillas de espiricónito{desc}Aumenta bastante el Vigor y reduce la Velocidad de un espíritu.	Sementes de Flor de Acônito{desc}Reforça consideravelmente o Poder e reduz a Velocidade de um Espírito.	灵厄草种子{desc}大幅提升精灵的能量，并降低其速度。	セイレイドク{desc}かなり精霊のパワーを強化し、スピードを減らす。	Семена Духогона{desc} Повышает Силу и снижает Скорость Духа.
bloodRootSeeds	seeds	100	10	Bloodroot Seeds{desc}Greatly boosts Vitality and Reduces the Speed of a Spirit.	Graines de sanguinaire{desc}Augmente nettement la vigueur et réduit la vitesse d'un esprit.	Blutwurzsamen{desc}Erhöht die Vitalität eines Geists erheblich und senkt sein Tempo.	Semillas de sanguinaria{desc}Aumenta bastante la Vitalidad y reduce la Velocidad de un espíritu.	Sementes de Sanguinária{desc}Reforça consideravelmente a Vitalidade e reduz a Velocidade de um Espírito.	血根种子{desc}大幅提升精灵的活力，并降低其速度。	アカネソウの種{desc}かなり精霊のバイタリティを強化し、スピードを減らす。	Семена Кровокорня{desc}Повышает Живучесть и снижает Скорость Духа.
nimbusPlantSeeds	seeds	100	10	Nimbus Plant Seeds{desc}Boosts the Power of a Spirit.	Graines de cotonnille{desc}Augmente la puissance d'un esprit.	Nimbuspflanzensamen{desc}Erhöht die Kraft eines Geists.	Semillas de planta nimbo{desc}Aumentan el Vigor de un espíritu.	Sementes de Planta Nimbo{desc}Reforçam o Poder de um Espírito.	灵气植种子{desc}提升精灵的能量。	ゴコウソウの種{desc}精霊のパワーを強化する。	Семена Облачного Цветка{desc}Повышает Силу Духа.
boltSeeds	seeds	100	10	Bolt Seeds{desc}Significantly boosts the Speed of a spirit.	Graines de foudroyante{desc}Augmente considérablement la vitesse d'un esprit.	Blitzsamen{desc}Erhöht das Tempo eines Geists massiv.	Semillas de planta rayo{desc}Aumentan mucho la Velocidad de un espíritu.	Sementes de Relampejo{desc}Reforçam significativamente a Velocidade de um Espírito.	霹雳种子{desc}显著提升精灵的速度。	イナヅマの種{desc}精霊のスピードを大幅に強化する。	Семена Молниелиста{desc}Увеличивает Скорость Духа. Можно собирать повторно.
											
											
// SUMMER CROPS											
mossballCrop	crop	100	20	Mossball{desc}Boosts a Spirit's Speed, Power, and heals {amount:hp} HP.	Mousserond{desc}Augmente la vitesse ainsi que la puissance d'un esprit et rend {amount:hp} PV.	Mooskugel{desc}Erhöht das Tempo und die Kraft eines Geists und heilt {amount:hp} LP.	Bolas de musgo{desc}Aumentan la Velocidad y el Vigor de un espíritu y curan {amount:hp} PS.	Bola de Musgo{desc}Reforça a Velocidade e o Poder de um Espírito, e cura {amount:hp} de PV.	苔藓球{desc}提升精灵的速度、能量，并恢复 {amount:hp} 点生命值。	コケダマ{desc}精霊のスピードとパワーを強化し、HPを{amount:hp}回復する。	Моховой Шар{desc}Повышает Скорость, Силу и исцеляет {amount:hp} ОЗ Духа.
popsiplantCrop	crop	100	23	Popsiplant{desc}Boosts the Speed and Vitality of a Spirit.	Plantiglace{desc}Augmente la vitesse et la vigueur d'un esprit.	Stieleispflanze{desc}Erhöht das Tempo und die Vitalität eines Geists.	Polorífera{desc}Aumenta la Velocidad y la Vitalidad de un espíritu.	Papoula{desc}Reforça a Velocidade e a Vitalidade de um Espírito.	泡泡植{desc}提升精灵的速度和活力。	キャンディソウ{desc}精霊のスピードとバイタリティを強化する。	Леденцовый Цвет{desc}Повышает Скорость и Живучесть Духа.
beachpeachCrop	crop	100	20	Beach Peach{desc}Restores Stamina.	Pêche des plages{desc}Restaure l'endurance.	Strandpfirsich{desc}Stellt Ausdauer wieder her.	Pelotera de playa{desc}Restaura resistencia.	Pêssego da Praia{desc}Restaura a Resistência.	海滩桃{desc}恢复耐力。	ビーチピーチ{desc}スタミナを回復する。	Пляжный Персик{desc}Восстанавливает Выносливость.
pinwheelflowerCrop	crop	100	20	Pinwheel Flower{desc}Boosts Power and can be fed to wild Spirits during battle to tame them.	Girafleur{desc}Augmente la puissance et peut être donnée aux esprits sauvages lors d'un combat pour les apprivoiser.	Windradblume{desc}Erhöht die Kraft und kann im Kampf an wilde Geister verfüttert werden, um diese zu zähmen.	Jazmín crespón{desc}Aumenta el Vigor. Dásela a un espíritu silvestre durante el combate para domarlo.	Jasmim Cata-vento{desc}Reforça o Poder e pode ser usada para alimentar Espíritos Selvagens e Domá-los durante a batalha.	风车花{desc}提升能量，并可在战斗中喂给野生精灵以驯服它们。	フウシャバナ{desc}パワーを強化する。バトル中、野生の精霊に与えて手なづけることも可能。	Вертушка{desc}Повышает Силу и может быть использован для приручения диких Духов в битве.
umbrellashroomCrop	crop	100	26	Umbrellashroom{desc}Reduces the Vitality and Power of a Spirit.	Coulombrelle{desc}Réduit la vigueur et la puissance d'un esprit.	Regenschirmpilz{desc}Senkt die Vitalität und Kraft eines Geists.	Sombriseta{desc}Reduce la Vitalidad y el Vigor de un espíritu.	Sombramelo{desc}Reduz a Vitalidade e o Poder de um Espírito.	雨伞蘑菇{desc}降低精灵的活力和能量。	カサキノコ{desc}精霊のバイタリティとパワーを減らす。	Зонтогриб{desc}Снижает Живучесть и Силу Духа.
erdenleafCrop	crop	100	40	Erdenleaf{desc}Reduces the Armor of a Spirit. Cannot reduce a Spirits Armor to 0.	Floréale mundis{desc}Réduit l'armure d'un esprit. Ne peut pas réduire l'armure d'un esprit à 0.	Erdenblatt{desc}Senkt die Rüstung eines Geists. Kann die Rüstung nicht auf 0 senken.	Hojáurea{desc}Reduce la Armadura de un espíritu, pero no puede hacer que disminuya a 0.	Folha-da-Terra{desc}Reduz a Armadura de um Espírito. Não pode reduzir a Armadura de um Espírito a 0.	埃尔登叶{desc}降低精灵的防御。无法将精灵的防御降低到 0。	エルデンリーフ{desc}精霊のアーマーを減らす。ゼロにはできない。	Эрденлист{desc}Снижает Броню Духа. Не может снизить Броню Духа до 0.
stunflowerCrop	crop	100	53	Stun Flower{desc}Boosts Speed and can be fed to wild Spirits during battle to tame them.	Tournefoudre{desc}Augmente la vitesse et peut être donné aux esprits sauvages lors d'un combat pour les apprivoiser.	Betäubungsblume{desc}Erhöht das Tempo und kann im Kampf an wilde Geister verfüttert werden, um diese zu zähmen.	Flor paralizante{desc}Aumenta la Velocidad. Dásela a un espíritu silvestre durante el combate para domarlo.	Flor Paralisante{desc}Reforça a Velocidade e pode ser usada para alimentar Espíritos Selvagens e Domá-los durante a batalha.	眩晕花{desc}提升速度，并可在战斗中喂给野生精灵以驯服它们。	スタンバナ{desc}スピードを強化する。バトル中、野生の精霊に与えて手なづけることも可能。	Оглусолнух{desc}Повышает Скорость и может быть использован для приручения диких Духов в битве.
zaplantCrop	crop	100	40	Zaplant{desc}Boosts the Armor and Power of a Spirit.	Tonnercule{desc}Augmente l'armure et la puissance d'un esprit.	Zapperpflanze{desc}Erhöht die Rüstung und Kraft eines Geists.	Calambrífera{desc}Aumenta la Armadura y el Vigor de un espíritu.	Eletroplanta{desc}Reforça a Armadura e o Poder de um Espírito.	光击植{desc}提升精灵的防御和能量。	カツリョクソウ{desc}精霊のアーマーとパワーを強化する。	Искровик{desc}Повышает Броню и Силу Духа.
hotairfruitCrop	crop	100	46	Hot Air Fruit{desc}Boosts the HP and XP of a Spirit.	Flambricot{desc}Augmente les PV et l'EXP d'un esprit.	Heißluftfrucht{desc}Erhöht die LP und EP eines Geists.	Fruta aerotérmica{desc}Aumenta los PS y la EXP de un espíritu.	Aquecifruta{desc}Reforça o PV e a EXP de um Espírito.	热气果{desc}提升精灵的生命值和经验值。	ネッキノミ{desc}精霊のHPとXPを強化する。	Воздушный Жаркоплод{desc}Повышает ОЗ и ОО Духа.
flamerootCrop	crop	100	56	Flameroot{desc}Boosts the speed of a Spirit.	Pyrofleur{desc}Augmente la vitesse d'un esprit.	Feuerwurz{desc}Erhöht das Tempo eines Geists.	Pirorraíz{desc}Aumenta la Velocidad de un espíritu.	Queimaíz{desc}Reforça a Velocidade de um Espírito.	火焰根{desc}提升精灵的速度。	カエンネッコ{desc}精霊のスピードを強化する。	Огненный Корень{desc}Повышает скорость Духа.
pricklyplantCrop	crop	100	80	Prickly Plant{desc}Boosts the Speed and reduces the Power of a Spirit.	Oponce{desc}Augmente la vitesse et réduit la puissance d'un esprit.	Stachelpflanze{desc}Erhöht das Tempo und senkt die Kraft eines Geists.	Planta puntiaguda{desc}Aumenta la Velocidad y reduce el Vigor de un espíritu.	Cacto{desc}Reforça a Velocidade e reduz o Poder de um Espírito.	多刺植{desc}提升精灵的速度并降低其能量。	トゲトゲソウ{desc}精霊のスピードを強化し、パワーを減らす。	Колючка{desc}Повышает Скорость и снижает Силу Духа.
wingfruitCrop	crop	100	80	Wingfruit{desc}Boosts the Power and reduces the Vitality of a Spirit.	Myrtaile{desc}Augmente la puissance et réduit la vigueur d'un esprit.	Flügelfrucht{desc}Erhöht die Kraft und senkt die Vitalität eines Geists.	Fruta alada{desc}Aumenta el Vigor y reduce la Vitalidad de un espíritu.	Frutalada{desc}Reforça o Poder e reduz a Vitalidade de um Espírito.	翅果{desc}提升精灵的能量并降低其活力。	ツバサノミ{desc}精霊のパワーを強化し、バイタリティを減らす。	Крылатый Плод{desc}Повышает Силу и снижает Живучесть Духа.
tinyflowerCrop	crop	100	66	Tiny Flower{desc}Boosts XP and can be fed to wild Spirits during battle to tame them.	Microfleur{desc}Augmente l'EXP et peut être donnée aux esprits sauvages lors d'un combat pour les apprivoiser.	Zwergblume{desc}Erhöht die EP und kann im Kampf an wilde Geister verfüttert werden, um diese zu zähmen.	Miniflor{desc}Aumenta la EXP. Dásela a un espíritu silvestre durante el combate para domarlo.	Miniflor{desc}Reforça a EXP e pode ser usada para alimentar Espíritos Selvagens e Domá-los durante a batalha.	小小花{desc}增加经验值，并可在战斗中喂给野生精灵以驯服它们。	ミニバナ{desc}XPを強化する。バトル中、野生の精霊に与えて手なづけることも可能。	Маленький Цветочек{desc}Повышает ОО и может быть использован для приручения диких Духов в битве.
eyeberryCrop	crop	100	93	Eye Berry{desc}Greatly boosts the XP of a Spirit.	Oculofruit{desc}Augmente l'EXP d'un esprit.	Augenbeere{desc}Erhöht die EP eines Geists.	Ojibaya{desc}Aumenta la EXP de un espíritu.	Frutolho{desc}Reforça a EXP de um Espírito.	眼果{desc}增加精灵的经验值。	アイベリー{desc}}精霊のXPを強化する。	Глазуника{desc}Значительно увеличивает ОО Духа.
											
mossballSeeds	seeds	100	10	Mossball Seeds{desc}Boosts a Spirit's Speed, Power, and heals {amount:hp} HP.	Graines de mousserond{desc}Augmente la vitesse ainsi que la puissance d'un esprit et rend {amount:hp} PV.	Mooskugelsamen{desc}Erhöht das Tempo und die Kraft eines Geists und heilt {amount:hp} LP.	Semillas de bolas de musgo{desc}Aumentan la Velocidad y el Vigor de un espíritu y curan {amount:hp} PS.	Sementes de Bola de Musgo{desc}Reforçam a Velocidade e o Poder de um Espírito, e curam {amount:hp} de PV.	苔藓球种子{desc}提升精灵的速度、能量，并恢复 {amount:hp} 点生命值。	コケダマの種{desc}精霊のスピードとパワーを強化し、HPを{amount:hp}回復する。	Семена Мохового Шара{desc}Повышает Скорость, Силу и исцеляет {amount:hp} ОЗ Духа.
popsiplantSeeds	seeds	100	10	Popsiplant Seeds{desc}Boosts the Speed and Vitality of a Spirit.	Graines de plantiglace{desc}Augmente la vitesse et la vigueur d'un esprit.	Stieleispflanzensamen{desc}Erhöht das Tempo und die Vitalität eines Geists.	Semillas de polorífera{desc}Aumentan la Velocidad y la Vitalidad de un espíritu.	Sementes de Papoula{desc}Reforçam a Velocidade e a Vitalidade de um Espírito.	泡泡植种子{desc}提升精灵的速度和活力。	キャンディソウの種{desc}精霊のスピードとバイタリティを強化する。	Семена Леденцового Цвета{desc}Повышает Скорость и Живучесть Духа.
beachpeachSeeds	seeds	100	10	Beach Peach Seeds{desc}Restores Stamina.	Graines de pêche des plages{desc}Restaure l'endurance.	Strandpfirsichsamen{desc}Stellt Ausdauer wieder her.	Semillas de pelotera de playa{desc}Restauran resistencia.	Sementes de Pêssego da Praia{desc}Restauram a Resistência.	海滩桃种子{desc}恢复耐力。	ビーチピーチの種{desc}スタミナを回復する。	Семена Пляжного Персика{desc}Восстанавливает Выносливость.
pinwheelflowerSeeds	seeds	100	10	Pinwheel Flower Seeds{desc}Boosts Power and can be fed to wild Spirits during battle to tame them.	Graines de girafleur{desc}Augmente la puissance et peut être donnée aux esprits sauvages lors d'un combat pour les apprivoiser.	Windradblumensamen{desc}Erhöht Kraft und kann im Kampf an wilde Geister verfüttert werden, um diese zu zähmen.	Semillas de jazmín crespón{desc}Aumentan el Vigor. Dáselas a un espíritu silvestre durante el combate para domarlo.	Sementes de Jasmim Cata-Vento{desc}Reforçam o Poder e podem ser usadas para alimentar Espíritos Selvagens e Domá-los durante a batalha.	风车花种子{desc}提升能量，并可在战斗中喂给野生精灵以驯服它们。	フウシャバナの種{desc}パワーを強化する。バトル中、野生の精霊に与えて手なづけることも可能。	Семена Вертушки{desc}Повышает Силу и может быть использован для приручения диких Духов в битве.
