Code	Objectives	EN	OBJ_EN	FR	FR_OBJ	DE	DE_OBJ	ES	ES_OBJ	BR	BR_OBJ	CN	CN_OBJ	JP	OBJ_JP	RU	RU_OBJ
mythical_fish	blobfishM;sparkstarM;cinderfishM	Mythical Fish{desc}Tobin wants me to catch some extra-rare fish from the furthest islands, and then sell them to him at his fishing shop!	Fish a Moonstone Quality Blobfish on a Poison island;Fish a Moonstone Quality Sparkstar on an Electric island;Fish a Moonstone Quality Cinderfish on a Fire island	Poissons mythiques{desc}Tobin veut que je pêche des poissons extrêmement rares sur les îles les plus éloignées, puis que je les lui vende à la boutique de pêche.	Pêcher un blobfish (pierre de lune) sur une île empoisonnée;Pêcher un électrastre (pierre de lune) sur une île électrique;Pêcher un poisson-cendre (pierre de lune) sur une île de feu	Mythische Fische{desc}Tobin möchte, dass ich besonders seltene Fische auf weit entfernten Inseln fange und sie dann in seinem Angelladen an ihn verkaufe!	Fange einen Blobfisch der Mondsteinqualität auf einer Giftinsel;Fange einen Funkenstern der Mondsteinqualität auf einer Elektroinsel;Fange einen Zunderfisch der Mondsteinqualität auf einer Feuerinsel	Pez legendario{desc}Tobin quiere que pesque un pez de lo más inusual en una de las islas más alejadas para luego vendérselo en su tienda de pesca.	Pesca un pez borrón de calidad piedra lunar en una isla venenosa;Pesca una estrella chispeante de calidad piedra lunar en una isla eléctrica;Pesca un pez ceniza de calidad piedra lunar en una isla de fuego	Peixe Mítico{desc}O Tobin quer que eu pesque alguns tipos de peixes muito raros das ilhas distantes pra depois vendê-los pra ele na Loja de Pesca!	Pescar um Peixe-Bolha de qualidade Selenita em uma Ilha do Veneno;Pescar um Estrela-Faísca de qualidade Selenita em uma Ilha Elétrica;Pescar um Peixe-Brasa de qualidade Selenita em uma Ilha do Fogo	神秘鱼{desc}托宾想让我去最远的岛屿捕捉一些特别稀有的鱼，然后带去他的钓鱼店卖给他！	在毒岛上钓到一条月石级别的水滴鱼;在电岛上钓到一条月石级别的星火鱼;在火岛上钓到一条月石级别的炉灰鱼	伝説のサカナ{desc}トービンが、一番遠くの島にいるかなり貴重なサカナを捕まえてほしがっている。釣ったら釣り道具店にいる彼に売ろう！	毒の島でポッチャリギョ（ムーンストーン）を釣る;雷の島でヒバナボシ（ムーンストーン）を釣る;火の島でハイカブリギョ（ムーンストーン）を釣る	Мифические рыбы{desc}Тобин попросил меня поймать несколько особо редких видов рыб с самых дальних островов, а затем продать их ему в его рыболовном магазине!	Поймай Лунного Толстобобика на ядовитом острове;Поймай Лунную Искрозвезду на электрическом острове;Поймай Лунного Искрохвостика на огненном острове
																	
																	
																	
matchmaker_tavernkeeper	spirit	Matchmaker: Ossono{desc}Ossono wants a Capacibee for her Spirit companion. I got you, honey! Bee patient! Hehe.	Give Ossono a Capacibee	Partenaire particulier : Ossono{desc}Ossono veut un voltabeille comme esprit de compagnie. Je m'occupe de ça dard-dard ! Hihi.	Donner un voltabeille à Ossono	Geistervermittlung: Ossono{desc}Ossono möchte eine Elektribiene als Geistergefährten haben. Ist alles in Honig, liebes Bienchen, keine Sorge! Summ-summ!	Gib Ossono eine Elektribiene	Un espíritu para Ossono{desc}Ossono quiere un Capacibee para que sea su espíritu acompañante. ¡No te preocupes, reina! ¡Me voy zumbando a buscarte uno!	Dale un Capacibee a Ossono	Intermediárie: Ossono{desc}A Ossono quer um Capacibee como Espírito de estimação. Pode deixar, meu bem! Só fecha a boca pra não entrar abelha, hehe.	Dar a Ossono um Capacibee	媒人：奥索诺{desc}奥索诺想要一只电容蜂成为她的精灵伙伴。亲爱的，我懂你的小秘蜜！蜂蜂这就来，耐心点！嘿嘿。	给奥索诺一只电容蜂	仲人：オソーノ{desc}オソーノがキャパシビーを相棒にしたがっている。了解！ 捕まえてビーックリさせちゃお！ へへ。	オソーノにキャパシビーを渡す	Духи-компаньоны: Оссоно{desc}Оссоно попросила Пчеловольта в качестве своего Духа-спутника. Я справлюсь! Буду жужжать и трудиться, как пчелка, но найду его! Хехе.	Подари Оссоно Пчеловольта
matchmaker_herbalist	spirit	Matchmaker: Gaiana{desc}Gaiana wants a Poison-type Spirit. "Something with a similar hairstyle to me", she said. Hmmm...	Give Gaiana the right Poison Spirit	Partenaire particulier : Gaïana{desc}Gaïana veut un esprit de type Poison. Elle a précisé qu'elle voulait une créature « avec une coupe de cheveux qui ressemble à la mienne ». Hmmm...	Donner à Gaïana le bon esprit de type Poison	Geistervermittlung: Gaiana{desc}Gaiana möchte eine Art Giftgeist haben. "Vielleicht ein Geist mit einer ähnlichen Frisur wie meiner", hat sie gesagt. Hmmm ...	Gib Gaiana den richtigen Giftgeist	Un espíritu para Gaiana{desc}Gaiana quiere un espíritu de tipo Veneno. Dijo que le gustaría que tuviera el pelo parecido al suyo. Mmm...	Dale a Gaiana el espíritu venenoso adecuado	Intermediárie: Gaiana{desc}A Gaiana quer um Espírito do tipo Venenoso. "Algo com um penteado parecido com o meu", ela disse. Huum...	Dar a Gaiana o Espírito Venenoso correto	媒人：盖娅娜{desc}盖娅娜想要一个有毒的精灵。“发型和我类似的那种”，她说。唔……	给盖娅娜一个合她心意的有毒精灵	仲人：ガイアナ{desc}ガイアナは毒タイプの精霊を欲しがっている。「あたしの髪型と似てるようなヤツ」って言ってた。ううーん…	ガイアナにピッタリの毒の精霊を渡す	Духи-компаньоны: Гайана{desc}Гайана хочет ядовитого духа, "И чтоб был с прической, как у меня". Хмм...	Подари Гайане подходящего Ядовитого Духа
matchmaker_blacksmith	spirit	Matchmaker: Ferra{desc}Ferra wants me to find her a Beardini, and if I don't, she might DIE, apparently! Better get to it!	Give Ferra a Beardini so she doesn't die	Partenaire particulier : Ferra{desc}Ferra veut que je lui trouve un barbini. Apparemment, c'est une question de vie ou de mort, alors je ferais mieux de m'y mettre !	Donner un barbini à Ferra pour qu'elle ne meure pas	Geistervermittlung: Ferra{desc}Ferra möchte, dass ich einen Barti für sie finde. Sollte es mir nicht gelingen, dann STIRBT sie! Dann sollte ich mich lieber sputen!	Gib Ferra einen Barti, damit sie nicht sterben muss	Un espíritu para Ferra{desc}Ferra quiere que le encuentre un Beardini y parece que, como no lo haga, ¡se muere! ¡Será mejor que empiece a buscar ya!	Dale un Beardini a Ferra para que no se muera	Intermediárie: Ferra{desc}A Ferra quer que eu encontre um Beardini pra ela, e se eu não conseguir, parece que ela vai MORRER! É melhor dar um jeito!	Dar a Ferra um Beardini pra ela não MORRER	媒人：费拉{desc}费拉想让我为她找一个胡蒂尼，如果我不帮她找到，她可能会活不下去，好吧！我得赶紧去找！	给费拉一个胡蒂尼，让她活下去	仲人：フェラー{desc}フェラーがベアディーニを見つけてほしがっている。でないとどうも死んじゃいそう！ 急がないと！	フェラーにベアディーニを渡さないと死んでしまう	Духи-компаньоны: Ферра{desc}Ферра хочет, чтобы я срочно нашел ей Бородини, иначе она непременно умрет! Лучше приступить к делу!	Подари Ферре Бородини, чтобы она не умерла
matchmaker_artist	spirit	Matchmaker: Quill{desc}Quill's ideal Spirit companion is something fiery, soft, and huggable. What fits that description...?	Find a cuddly Fire Spirit for Quill	Partenaire particulier : Quill{desc}L'esprit de compagnie idéal de Quill doit être chaud, doux et agréable à câliner. Qu'est-ce qui peut bien correspondre à cette description ?	Trouver un esprit de feu tout doux pour Quill	Geistervermittlung: Quill{desc}Quills idealer Geistergefährte ist feurig, weich und knuddelig. Was passt auf diese Beschreibung ...?	Finde einen knuffigen Feuergeist für Quill	Un espíritu para Púo{desc}El espíritu ideal de Púo es ardiente, suave y achuchable. ¿Qué espíritu encaja con esa descripción?...	Encuentra un espíritu de fuego adorable para Púo	Intermediárie: Quill{desc}O Espírito de estimação ideal pro Quill é quente, macio e bom de abraçar. O que se encaixa nessa descrição...?	Encontrar um Espírito do Fogo fofinho para o Quill	媒人：奎尔{desc}奎尔理想中的精灵伙伴是一种火热的、抱起来软软的小东西。哪种精灵符合这个描述呢……？	为奎尔找一个可爱的火焰精灵	仲人：クイル{desc}クイルの理想の精霊は、暖かくてやわらかくて抱きしめたくなるようなコ。その描写に合う精霊ってどれだろう…?	クイルのために抱き心地のよさそうな炎の精霊を見つける	Духи-компаньоны: Квилл{desc}Идеальный Дух-спутник для Квилла должен быть горячим, мягким и обнимательным. Что бы это могло быть...?	Найди милого Огненного Духа для Квилла
matchmaker_fisherman	spirit	Matchmaker: Tobin{desc}Tobin described his favourite Spirit to me: it's a "fishy Spirit" with a snorkel. That sounds easy enough to find, right?	Give Tobin the Spirit with the snorkel	Partenaire particulier : Tobin{desc}D'après la description que Tobin m'a faite, son esprit préféré ressemble à un poisson et il porte un tuba. Ça ne devrait pas être trop difficile à trouver, si ?	Donner à Tobin un esprit qui porte un tuba	Geistervermittlung: Tobin{desc}Tobin hat mir seinen Lieblingsgeist beschrieben: Es ist ein "fischähnlicher Geist" mit Schnorchel. Klingt doch ganz einfach, oder?	Gib Tobin den Geist mit dem Schnorchel	Un espíritu para Tobin{desc}Según Tobin, su espíritu favorito tiene forma de pez y lleva un tubo de buceo. No puede ser muy difícil de encontrar, ¿no?	Dale a Tobin un espíritu con un tubo de buceo	Intermediárie: Tobin{desc}O Tobin descreveu o seu Espírito preferido pra mim: é um Espírito "tipo peixe" usando um snorkel. Parece fácil de encontrar, né?	Dar a Tobin o Espírito usando um snorkel	媒人：托宾{desc}托宾向我描述了他最喜欢的精灵：自带呼吸管的“鱼类精灵”。找到这样的精灵应该很容易，对吧？	给托宾找一个带呼吸管的精灵	仲人：トービン{desc}トービンがお気に入りの精霊を説明してくれた。シュノーケルを持った「サカナっぽい精霊」だって。見つけるのが簡単そうだよね。	トービンにシュノーケルを持った精霊を渡す	Духи-компаньоны: Тобин{desc}Тобин мне дал такое описание: "это рыбный Дух с трубкой для ныряния". Вроде должно быть несложно, правда?	Подари Тобину Духа с трубкой для ныряния
matchmaker_shopkeeper	spirit	Matchmaker: Rowan{desc}Rowan said that they aren't picky about which Spirit I find for them! That's so much pressure... I hope I can find the perfect one!	Find Rowan a Spirit - any Spirit!	Partenaire particulier : Rowan{desc}Rowan affirme ne pas être difficile en matière d'esprits. Quelle que soit la créature que je choisis, elle lui plaira. Pourtant, ça me met une pression folle... J'espère que je vais trouver l'esprit qui lui convient parfaitement.	Trouver un esprit pour Rowan, n'importe lequel !	Geistervermittlung: Rowan{desc}Rowan sagte, dass er nicht wählerisch ist mit dem Geist, den ich für ihn aussuche. Aber das setzt mich unter sehr großen Druck ... Ich hoffe, ich finde den perfekten Geist.	Finde für Rowan einen Geist – irgendeinen!	Un espíritu para Rowan{desc}Rowan dijo que le da igual qué espíritu le encuentre... ¡Qué responsabilidad! ¡Espero poder encontrarle el espíritu perfecto!	Encuéntrale un espíritu a Rowan... ¡Cualquiera!	Intermediárie: Rowan{desc}Rowan disse não ter grandes exigências para seu Espírito! É muita pressão... Espero encontrar um que seja perfeito!	Encontrar um Espírito para Rowan — qualquer Espírito!	媒人：罗文{desc}罗文说，不管我找到什么样的精灵都可以！这让我压力好大……我希望我能找到最完美的那个！	为罗文找一个精灵 - 什么样的都可以！	仲人：ローワン{desc}ローワンは、わたしが見つける精霊ならどのコでもいいって！ すごくプレッシャーだ… ピッタリのコを見つけられますように！	ローワンに精霊を見つける（どの精霊でもOK！）	Духи-компаньоны: Роуэн{desc}Роуэн говорит, что обрадуется любому Духу, которого я найду! Уф, серьезная ответственность... Надеюсь, я смогу подобрать идеальный вариант!	Найди для Роуэна любого Духа!
matchmaker_botanist	spirit	Matchmaker: Ofelia{desc}Ofelia has this superstition that Ice Spirits are lucky, so she wants me to find her one. Any one will do, apparently!	Give Ofelia an Ice Spirit	Partenaire particulier : Ofélia{desc}Ofélia aimerait avoir un esprit de glace, parce qu'elle pense qu'ils portent chance. Apparemment, n'importe quelle espèce fera l'affaire.	Donner un esprit de glace à Ofélia	Geistervermittlung: Ofelia{desc}Ofelia hat diesen Aberglauben, dass Eisgeister Glück bringen sollen, deshalb möchte sie, dass ich einen für sie finde. Welchen, ist ihr egal.	Gib Ofelia einen Eisgeist	Un espíritu para Ofelia{desc}Ofelia cree que los espíritus de hielo dan buena suerte, así que quiere que le encuentre uno. Mientras sea de hielo, ¡le sirve cualquiera!	Dale un espíritu de hielo a Ofelia	Intermediárie: Ofélia{desc}A Ofélia tem essa superstição de que Espíritos do Gelo dão sorte, então ela pediu pra encontrar um desses. Parece que qualquer um serve!	Dar a Ofélia um Espírito do Gelo	媒人：奥菲莉娅{desc}奥菲莉娅有个迷信，她认为冰冻精灵能带来好运，所以她想让我找一个冰冻精灵给她。她说只要是冰冻精灵就行！	给奥菲莉娅一个冰冻精灵	仲人：オフェーリア{desc}オフェーリアは氷の精霊が幸運をもたらすっていう迷信を信じているから、そういうコを見つけてほしがっている。どのコでもいいらしい！	オフェーリアに氷の精霊を渡す	Духи-компаньоны: Офелия{desc}Офелия верит, что Ледяные Духи приносят удачу, поэтому она хочет кого-нибудь из них. Любой подойдет!	Подари Офелии Ледяного Духа
matchmaker_carpenter	spirit	Matchmaker: Paolo{desc}Paolo wants a tree-shaped Spirit to represent their work. Something with "Oak" in the name. Paolo says they won't turn the Spirit into a chair, so I'll just have to trust them...	Give Paolo a tree-shaped Spirit (with "Oak" in the name)	Partenaire particulier : Paolo{desc}Paolo veut un esprit en forme d'arbre pour symboliser son travail, une espèce dont le nom commence par « chên ». Paolo ne compte apparemment pas transformer la pauvre créature en chaise, alors je lui fais confiance...	Donner à Paolo un esprit en forme d'arbre dont le nom commence par « chên »	Geistervermittlung: Paolo{desc}Paolo möchte einen baumartigen Geist, der für Paolos handwerkliches Geschick steht. Etwas mit "Eiche" im Namen. Paolo sagt, dass der Geist auf keinen Fall in einen Stuhl verwandelt wird, also muss ich ihm in diesem Punkt vertrauen ...	Gib Paolo einen baumartigen Geist (mit "Eiche" im Namen)	Un espíritu para Paolo{desc}Paolo quiere un espíritu con forma de árbol, para que represente su trabajo, y que tenga un nombre con la palabra «Oak». Dice que no va a hacer una silla con él, así que supongo que tendré que fiarme de su palabra...	Dale a Paolo un espíritu con forma de árbol (y que tenga un nombre con «Oak»)	Intermediárie: Paolo{desc}Paolo quer um Espírito com formato de árvore para representar o trabalho delu. Algo com "Oak" no nome. Elu prometeu que não vai transformar o Espírito em uma cadeira. Eu vou ter que confiar...	Dar a Paolo um Espírito com formato de árvore (e com "Oak" no nome)	媒人：保罗{desc}保罗想要一个树形精灵来反映自己的职业。名字中有"橡"的。保罗说 TA 不会把精灵变成椅子的，我也只能相信 TA 了……	给保罗一个树形精灵（名字中要带有“橡”字）	仲人：パオロ{desc}パオロは自分の仕事を象徴するような、木の形をした精霊を欲しがっている。名前に「オーク」が入っているとか。パオロはその精霊をイスにしたりしないって言うから、信じるしかない…	パオロに木の形をした精霊を渡す（名前に「オーク」が入っている）	Духи-компаньоны: Паоло{desc}Паоло хочет Духа в форме дерева, как символ его профессии. Что-то со словом "Дуб" в имени. Паоло уверяет, что не будет делать из него стул. Хочется верить...	Подари Паоло Духа в форме дерева (со словом "Дуб" в имени)
matchmaker_professor	spirit	Matchmaker: Zed{desc}I should have known Zed would want a robot Spirit. I think I've seen a few on the Electric islands!	Give Zed an Electric robot-shaped Spirit	Partenaire particulier : Zed{desc}J'aurais dû me douter que Zed voudrait un esprit qui ressemble à un robot. Je crois en avoir vu sur les îles électriques !	Donner à Zed un esprit électrique qui ressemble à un robot	Geistervermittlung: Zed{desc}Ich hätte mir denken können, dass Zed sich einen Robotergeist wünscht. Ich glaube, ich habe einige von ihnen auf den Elektroinseln gesehen.	Gib Zed einen roboterartigen Elektrogeist	Un espíritu para Zed{desc}¡Debí imaginarme que Zed querría un espíritu robot! Creo que he visto uno en las islas eléctricas.	Dale un espíritu eléctrico con forma de robot a Zed	Intermediárie: Zed{desc}Eu já deveria saber que Zed quer um Espírito robô. Acho que vi alguns nas Ilhas Elétricas!	Dar a Zed um Espírito Elétrico com formato de robô	媒人：泽德{desc}我早该知道泽德会想要一个机器人精灵。我应该在电岛上见过几个那样的！	给泽德一个机器人形状的带电精灵	仲人：ゼッド{desc}やっぱりゼッドはロボットの精霊を欲しがってる。雷の島で何体か見たことがある気がする！	ゼッドにロボット型の雷の精霊を渡す	Духи-компаньоны: Зетт{desc}Я мог бы и сам догадаться, что Зетту захочется робота-компаньона. Вроде бы я встречал подобных Духов на электрических островах!	Подари Зетту Электрического роботообразного Духа
matchmaker_historian	spirit	Matchmaker: Cleo{desc}Cleo surprised me by asking for a Dark wolf Spirit. That seems very specific, but I'm just the Spirit Matchmaker, I'm not here to ask questions!	Find Cleo a wolf-like Dark Spirit	Partenaire particulier : Cléo{desc}Je ne m'attendais pas du tout à ce que Cléo me demande un esprit ténébreux qui ressemble à un loup. C'est une description très précise, mais je suis là pour lui donner ce qu'elle veut, pas pour poser des questions.	Trouver un esprit ténébreux qui ressemble à un loup pour Cléo	Geistervermittlung: Cleo{desc}Cleo hat mich überrascht, weil sie mich um einen Dunkelwolfgeist gebeten hat. Das ist sehr ungewöhnlich, aber ich bin nur für die Geistervermittlung zuständig und nicht dafür da, irgendwelche Fragen zu stellen.	Finde für Cleo einen wolfsartigen Dunkelgeist	Un espíritu para Cleo{desc}Menuda sorpresa me llevé cuando Cleo me pidió un espíritu oscuro con forma de lobo. Es una solicitud muy específica, pero mi trabajo es encontrar al acompañante perfecto, ¡no hacer preguntas!	Encuéntrale un espíritu oscuro con forma de lobo a Cleo	Intermediárie: Cléo{desc}A Cléo me surpreendeu ao pedir um Espírito Sombrio meio-lobo. Parece bem específico, mas sou só ê intermediárie de Espíritos, não tô aqui pra fazer perguntas!	Encontrar um Espírito Sombrio meio-lobo para Cléo	媒人：克莉奥{desc}克莉奥出乎意料地要了一个黑狼精灵。这个要求很特别，但我只是个精灵媒人，我不是来问东问西的！	为克莉奥找到一个狼形的黑暗精灵	仲人：クレオ{desc}クレオがオオカミのような闇の精霊を欲しがっているなんて、ビックリ。なにやらかなり具体的だけれど、わたしはただの精霊仲人だから詳しくは聞けない！	クレオにオオカミのような闇の精霊を見つける	Духи-компаньоны: Клео{desc}Клео удивила меня, попросив Темного волка. Странный выбор, конечно, но кто я такой, чтобы задавать вопросы!	Найди для Клео Темного волка
matchmaker_magicman	spirit	Matchmaker: Waldo{desc}Waldo asked if I could find him a Fishbo, so his fish (Fishbo Junior) could have a friend. Or a dad. Or something?	Give Waldo a Fishbo	Partenaire particulier : Waldo{desc}Waldo m'a demandé de lui trouver un bubulle pour que son poisson (Bubulle junior) ait un ami. Ou un père. Je ne sais pas trop, en fait.	Donner un bubulle à Waldo	Geistervermittlung: Waldo{desc}Waldo hat mich gebeten, einen Goldfisch zu finden, damit sein Fisch (Goldfisch Junior) einen Freund hat. Oder Vater. Oder sonst was?	Gib Waldo einen Goldfisch	Un espíritu para Waldo{desc}Waldo me ha pedido que le encuentre un Fishbo para que su pez (Fishbo Pezqueñín) tenga un amiguito. O un padre. O lo que sea.	Dale un Fishbo a Waldo	Intermediárie: Waldo{desc}O Waldo me pediu um Fishbo, assim o peixe dele (Fishbo Junior) terá uma companhia. Ou um pai. Ou sei lá?	Dar a Waldo um Fishbo	媒人：沃尔多{desc}沃尔多问我能否为他找到一条菲什博，这样他的鱼（小菲什博）就能有个伴。或是有个爸爸。或是别的什么？	给沃尔多一条菲什博	仲人：ウォルド{desc}ウォルドにフィッシュボーを見つけてほしいと頼まれた。彼のサカナ（フィッシュボージュニア）の友だち？ パパ？ とかになってもらいたいんだって。	ウォルドにフィッシュボーを渡す	Духи-компаньоны: Валдо{desc}Валдо спросил, не могу ли я найти ему Фишбо, чтобы тот стал другом для его рыбки - Фишбо-младшего. Или отцом? Или что-то в этом роде?	Подари Вальдо Фишбо
																	
																	
concoction1	concoction;sell_concoction;letter	Alchemy Request: Mamus Helpium{desc}Find a concoction in a chest and sell it in a Sell Crate.	Find a Concoction;Sell it in a Sell Crate;Wait for a letter from your mother	Alchimie : mere auxilium{desc}Trouver une préparation dans un coffre et la placer dans une caisse de vente.	Trouver une préparation;La placer dans une caisse de vente;Attendre de recevoir du courrier de maman	Alchemieauftrag: Mater Hilfium{desc}Finde eine Mixtur in einer Truhe und verkaufe sie in einer Verkaufskiste.	Finde eine Mixtur;Verkaufe sie in einer Verkaufskiste;Warte auf einen Brief von deiner Mutter	Alquimia: Mater Ayudium{desc}Encuentra un brebaje en un cofre y véndelo en el cofre de ventas.	Encuentra un brebaje;Mételo en el cofre de ventas;Espera a recibir una carta de tu madre	Alquimia: Mater Ajudium{desc}Encontre uma preparação em um baú e venda na Caixa de Vendas.	Encontrar uma preparação;Vender na Caixa de Vendas;Aguardar por uma carta de sua mãe	魔法请求：芝麻开箱{desc}在箱子里找到一份调制糊糊，然后放到售物箱里卖掉。	找到一份调制糊糊;放入售物箱里卖掉它;等待你母亲的来信	錬金術の依頼：ファーザー・マチガウム{desc}宝箱から調合物を見つけて出荷箱で売ろう。	調合物を見つける;出荷箱に入れる;母親からの手紙を待つ	Алхимический запрос: Мамули Услугус{desc}Найди любую настойку в сундуке и продай её в торговом ящике.	Найди настойку;Помести ее в торговый ящик;Дождись письма от мамы
concoction2	sell_concoction;letter	Alchemy Request: Maustrap Alchemii{desc}Use an Alchemy Lab to craft a concoction with -1 Vitality, +20 Tame, and any amount of Stamina then sell it using a Sell Crate.	Craft the requested Concoction and sell it in a Sell Crate;Wait for a letter from your mother	Alchimie : pedica soricis{desc}Utiliser un labo d'alchimie pour concocter une préparation avec -1 en vigueur, +20 en apprivoisement et n'importe quelle valeur en endurance, puis la placer dans une caisse de vente.	Concocter la préparation demandée et la placer dans une caisse de vente;Attendre de recevoir du courrier de maman	Alchemieauftrag: Mausefallii Alchemii{desc}Nutze ein Alchemielabor, um eine Mixtur mit -1 Vitalität, +20 Zähmen und beliebig viel Ausdauer herzustellen. Verkaufe sie dann in einer Verkaufskiste.	Stelle die verlangte Mixtur her und verkaufe sie in einer Verkaufskiste;Warte auf einen Brief deiner Mutter	Alquimia: Spiritus captionem{desc}Usa el laboratorio de alquimia para elaborar un brebaje con -1 de Vitalidad, +20 de facilidad de doma y cualquier cantidad de resistencia. Después, mételo en el cofre de ventas.	Elabora el brebaje solicitado y mételo en el cofre de ventas;Espera a recibir una carta de tu madre	Alquimia: Alchimia Capturium{desc}Use um laboratório de alquimia para criar uma preparação com -1 de Vitalidade, +20 de Doma, e qualquer quantidade de Resistência e depois venda-a usando a Caixa de Vendas.	Criar a preparação solicitada e vender na Caixa de Vendas;Aguardar por uma carta de sua mãe	魔法请求：捕灵魔法神器{desc}使用魔法实验室制作一份活力 -1、驯服 +20、耐力属性值任意的调制糊糊，然后用售物箱卖掉。	按要求制作调制糊糊，然后在售物箱里卖掉它;等待你母亲的来信	錬金術の依頼：ネズミワナ・アルケミー{desc}錬金術ラボを使ってバイタリティ-1、手なづけ+20、任意のスタミナを持つ調合物を作ったら、出荷箱で売ろう。	頼まれた調合物を作って出荷箱に入れる;母親からの手紙を待つ	Алхимический запрос: Ловушкум Алхимикус{desc}Используй Алхимическую Лабораторию для создания настойки с -1 Живучести, +20 Приручения и любым количеством Выносливости, затем продай её с помощью торгового ящика.	Создай запрошенную настойку и продай ее в торговом ящике;Дождись письма от мамы
concoction3	sell_potion;letter	Alchemy Request: Birthdaeus Giftarium{desc}Use a Cauldron to craft an Abundance Potion then sell it using a Sell Crate.	Craft an Abundance potion and sell it in a Sell Crate;Wait for a letter from your mother	Alchimie : anniversarius donum{desc}Utiliser un chaudron pour préparer une potion d'abondance, puis la placer dans une caisse de vente.	Préparer une potion d'abondance et la placer dans une caisse de vente;Attendre de recevoir du courrier de maman	Alchemieauftrag: Geschenkarium{desc}Nutze einen Kessel, um einen Überflusstrank herzustellen und verkaufe ihn dann in einer Verkaufskiste.	Stelle einen Überflusstrank her und verkaufe ihn in einer Verkaufskiste;Warte auf einen Brief deiner Mutter	Alquimia: Natalis regalatum{desc}Usa un caldero para elaborar una poción de abundancia y véndela en el cofre de ventas.	Elabora una poción de abundancia y métela en el cofre de ventas;Espera a recibir una carta de tu madre	Alquimia: Presenteum Aniversaris{desc}Use um caldeirão para criar uma Poção de Abundância e venda-a na Caixa de Vendas.	Criar uma Poção de Abundância e vender na Caixa de Vendas;Aguardar por uma carta de sua mãe	魔法请求：生日礼物大作战{desc}使用坩埚制作一份丰饶魔法药水并用售物箱卖掉它。	制作一份魔法药水，然后在售物箱里卖掉它;等待你母亲的来信	錬金術の依頼：バースデイ・ギフトリウム{desc}大釜で潤沢ポーションを作って、出荷箱で売ろう。	潤沢ポーションを作って出荷箱に入れる;母親からの手紙を待つ	Алхимический запрос: Подарко Деньрождениус{desc}Используй Котел для создания Эликсира Изобилия, затем продай его с помощью торгового ящика.	Создай Эликсир Изобилия и продай его в торговом ящике;Дождись письма от мамы
concoction4	sell_concoction;letter	Alchemy Request: Provepapa Wrongorum{desc}Use an Alchemy Lab to craft a concoction with 12 power, no other stats, and any amount of Stamina then sell it using a Sell Crate.	Craft the requested Concoction and sell it in a Sell Crate;Wait for a letter from your mother	Alchimie : pater erratum bis{desc}Utiliser un labo d'alchimie pour concocter une préparation avec +12 en puissance, n'importe quelle valeur en endurance et aucun autre attribut, puis la placer dans une caisse de vente.	Concocter la préparation demandée et la placer dans une caisse de vente;Attendre de recevoir du courrier de maman	Alchemieauftrag: Papa Irrtorum{desc}Nutze ein Alchemielabor, um eine Mixtur mit 12 Kraft, keinen anderen Eigenschaften und beliebig viel Ausdauer herzustellen. Verkaufe sie dann in einer Verkaufskiste.	Stelle die verlangte Mixtur her und verkaufe sie in einer Verkaufskiste;Warte auf einen Brief deiner Mutter	Alquimia: Pater probare equivocatum est{desc}Usa un laboratorio de alquimia para elaborar un brebaje con 12 de Vigor, una cantidad cualquiera de resistencia y ningún otro atributo. Luego usa el cofre de ventas para venderlo.	Elabora el brebaje solicitado y mételo en el cofre de ventas;Espera a recibir una carta de tu madre	Alquimia: Papa Errorium DiNovum{desc}Use um laboratório de alquimia para criar uma preparação com 12 de Poder, sem outros atributos, e qualquer quantidade de Resistência e depois venda-a usando a Caixa de Vendas.	Criar a preparação solicitada e vender na Caixa de Vendas;Aguardar por uma carta de sua mãe	魔法请求：父之滑铁卢{desc}使用魔法实验室制作一份具有 12 点能量、但没有其他属性也没有耐力点的调制糊糊，然后用售物箱卖掉。	按要求制作调制糊糊，然后在售物箱里卖掉它;等待你母亲的来信	錬金術の依頼：ファーザー・マタマチガウム{desc}錬金術ラボを使ってパワー12（それ以外のステータスは無し）と任意のスタミナを持つ調合物を作ったら、出荷箱で売ろう。	頼まれた調合物を作って出荷箱に入れる;母親からの手紙を待つ	Алхимический запрос: Папус Неправиум{desc}Используй Алхимическую Лабораторию для создания настойки с +12 Силы, любым количеством Выносливости и без других характеристик. Затем продай его с в торговом ящике.	Создай запрошенную настойку и продай ее в торговом ящике;Дождись письма от мамы
